productId,category,material,craftType,quality,rawMaterialCost,laborCost,packagingCost,otherCost,totalCost,competitorPrice,averageMarketPrice,demandScore,sellingPrice
KS-PROD-0370,Jewellery & Brassware,Dokra Bronze,Filigree,Masterpiece,5020.0,3050.0,150.0,150.0,8370.0,12430.0,13040.0,9,10820.0
KS-PROD-0371,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Standard,2610.0,2660.0,90.0,160.0,5520.0,9380.0,9210.0,9,7580.0
KS-PROD-0372,Jewellery & Brassware,Cast Brass,Hand Engraving,Standard,1330.0,2700.0,240.0,100.0,4370.0,5760.0,5580.0,4,5070.0
KS-PROD-0373,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Fine Heritage,290.0,560.0,80.0,30.0,960.0,1580.0,1620.0,10,1320.0
KS-PROD-0374,Home Decor & Brassware,Terracotta,Sand Casting,Fine Heritage,250.0,310.0,80.0,50.0,690.0,1010.0,960.0,6,850.0
KS-PROD-0375,Bags & Accessories,Burlap,Hand Braiding,Fine Heritage,510.0,460.0,40.0,60.0,1070.0,1570.0,1460.0,2,1310.0
KS-PROD-0376,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Masterpiece,1130.0,500.0,60.0,30.0,1720.0,3170.0,2970.0,9,2450.0
KS-PROD-0377,Home Decor & Brassware,Terracotta,Sand Casting,Masterpiece,320.0,860.0,70.0,60.0,1310.0,1630.0,1700.0,3,1510.0
KS-PROD-0378,Jewellery & Brassware,Dokra Bronze,Hand Engraving,Masterpiece,3380.0,3300.0,170.0,150.0,7000.0,13350.0,12640.0,10,10240.0
KS-PROD-0379,Woodcraft & Carvings,Rosewood,Chisel Carving,Standard,520.0,790.0,140.0,40.0,1490.0,2450.0,2640.0,8,2080.0
KS-PROD-0380,Bags & Accessories,Cotton Canvas,Jute Stitching,Fine Heritage,310.0,210.0,40.0,70.0,630.0,1010.0,930.0,6,810.0
KS-PROD-0381,Pottery & Terracotta,Clay,Blue Pottery Glazing,Fine Heritage,270.0,1460.0,110.0,50.0,1890.0,2850.0,2790.0,5,2400.0
KS-PROD-0382,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Masterpiece,560.0,820.0,70.0,40.0,1490.0,2050.0,2080.0,4,1810.0
KS-PROD-0383,Textiles & Embroidery,Wool,Block Printing,Masterpiece,160.0,850.0,60.0,30.0,1100.0,1830.0,1910.0,9,1530.0
KS-PROD-0384,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Masterpiece,960.0,560.0,70.0,90.0,1680.0,2150.0,2140.0,2,1940.0
KS-PROD-0385,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,200.0,210.0,70.0,30.0,510.0,800.0,780.0,9,660.0
KS-PROD-0386,Pottery & Terracotta,Terracotta,Terracotta Modelling,Standard,490.0,640.0,150.0,70.0,1350.0,2050.0,2140.0,5,1770.0
KS-PROD-0387,Bags & Accessories,Burlap,Jute Stitching,Standard,430.0,420.0,90.0,70.0,1010.0,1400.0,1380.0,3,1220.0
KS-PROD-0388,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Masterpiece,830.0,730.0,90.0,40.0,1690.0,2560.0,2360.0,4,2100.0
KS-PROD-0389,Home Decor & Brassware,Terracotta,Sand Casting,Standard,290.0,430.0,30.0,70.0,820.0,1360.0,1450.0,9,1150.0
KS-PROD-0390,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Masterpiece,670.0,1010.0,140.0,80.0,1900.0,2990.0,2810.0,7,2440.0
KS-PROD-0391,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,190.0,460.0,50.0,70.0,770.0,1160.0,1140.0,5,980.0
KS-PROD-0392,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,4350.0,1430.0,170.0,130.0,6080.0,10260.0,9830.0,7,8230.0
KS-PROD-0393,Textiles & Embroidery,Wool,Block Printing,Standard,160.0,440.0,50.0,70.0,720.0,1170.0,1140.0,7,960.0
KS-PROD-0394,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Masterpiece,640.0,570.0,60.0,50.0,1320.0,2160.0,2110.0,5,1760.0
KS-PROD-0395,Home Decor & Brassware,Terracotta,Sand Casting,Masterpiece,300.0,780.0,100.0,30.0,1210.0,1950.0,1990.0,9,1630.0
KS-PROD-0396,Pottery & Terracotta,Terracotta,Terracotta Modelling,Masterpiece,240.0,520.0,60.0,90.0,910.0,1260.0,1300.0,7,1120.0
KS-PROD-0397,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Standard,390.0,570.0,60.0,60.0,1080.0,1670.0,1630.0,5,1390.0
KS-PROD-0398,Woodcraft & Carvings,Rosewood,Jaali Latticework,Standard,280.0,870.0,130.0,50.0,1330.0,1740.0,1720.0,1,1550.0
KS-PROD-0399,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Fine Heritage,240.0,190.0,40.0,80.0,550.0,830.0,840.0,7,710.0
KS-PROD-0400,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,320.0,480.0,70.0,50.0,920.0,1470.0,1520.0,6,1240.0
KS-PROD-0401,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Masterpiece,160.0,350.0,70.0,50.0,630.0,1100.0,1010.0,9,860.0
KS-PROD-0402,Jewellery & Brassware,Silver Filigree,Filigree,Fine Heritage,4260.0,3310.0,210.0,160.0,7940.0,14470.0,13380.0,8,11150.0
KS-PROD-0403,Pottery & Terracotta,Stoneware,Wheel Pottery,Fine Heritage,240.0,1060.0,150.0,80.0,1530.0,2250.0,2260.0,4,1930.0
KS-PROD-0404,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Fine Heritage,250.0,240.0,80.0,70.0,640.0,790.0,830.0,2,740.0
KS-PROD-0405,Textiles & Embroidery,Linen,Kantha Needlework,Masterpiece,320.0,890.0,80.0,70.0,1360.0,2230.0,2320.0,8,1870.0
KS-PROD-0406,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Standard,180.0,260.0,70.0,30.0,540.0,590.0,630.0,2,620.0
KS-PROD-0407,Bags & Accessories,Golden Jute,Jute Stitching,Fine Heritage,310.0,360.0,90.0,70.0,830.0,1560.0,1550.0,10,1230.0
KS-PROD-0408,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Masterpiece,1780.0,3920.0,150.0,190.0,6040.0,7290.0,7360.0,1,6950.0
KS-PROD-0409,Woodcraft & Carvings,Rosewood,Chisel Carving,Masterpiece,750.0,850.0,50.0,80.0,1730.0,2690.0,2750.0,7,2280.0
KS-PROD-0410,Jewellery & Brassware,Dokra Bronze,Filigree,Fine Heritage,1800.0,2950.0,180.0,100.0,5030.0,8000.0,8040.0,8,6680.0
KS-PROD-0411,Textiles & Embroidery,Linen,Block Printing,Fine Heritage,350.0,510.0,100.0,60.0,1020.0,1450.0,1360.0,2,1220.0
KS-PROD-0412,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,420.0,480.0,60.0,20.0,980.0,1680.0,1530.0,7,1310.0
KS-PROD-0413,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,410.0,510.0,60.0,60.0,1040.0,1150.0,1190.0,1,1200.0
KS-PROD-0414,Handloom & Sarees,Khadi,Jacquard Weaving,Fine Heritage,1880.0,2520.0,170.0,170.0,4740.0,6070.0,6440.0,6,5600.0
KS-PROD-0415,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Fine Heritage,290.0,470.0,80.0,50.0,890.0,1080.0,1110.0,2,1020.0
KS-PROD-0416,Woodcraft & Carvings,Teak Wood,Wood Turning,Fine Heritage,530.0,1040.0,90.0,90.0,1750.0,2000.0,2080.0,2,2010.0
KS-PROD-0417,Textiles & Embroidery,Linen,Chikankari Stitching,Fine Heritage,430.0,410.0,90.0,70.0,1000.0,1610.0,1590.0,6,1330.0
KS-PROD-0418,Bags & Accessories,Burlap,Jute Stitching,Standard,440.0,210.0,50.0,40.0,740.0,880.0,890.0,2,850.0
KS-PROD-0419,Handloom & Sarees,Silk Cotton,Zari Booti Work,Masterpiece,1470.0,5100.0,170.0,200.0,6940.0,7980.0,8420.0,2,7980.0
KS-PROD-0420,Home Decor & Brassware,Wrought Iron,Sand Casting,Standard,400.0,350.0,40.0,50.0,840.0,1050.0,1010.0,3,970.0
KS-PROD-0421,Textiles & Embroidery,Wool,Block Printing,Masterpiece,730.0,620.0,40.0,80.0,1470.0,2370.0,2310.0,9,1940.0
KS-PROD-0422,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Fine Heritage,390.0,640.0,60.0,40.0,1130.0,1400.0,1520.0,5,1320.0
KS-PROD-0423,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Fine Heritage,620.0,1130.0,100.0,80.0,1930.0,2500.0,2510.0,5,2250.0
KS-PROD-0424,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,2800.0,3370.0,180.0,110.0,6460.0,9330.0,9000.0,3,7920.0
KS-PROD-0425,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,270.0,260.0,80.0,70.0,680.0,990.0,940.0,5,830.0
KS-PROD-0426,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Standard,1290.0,1800.0,190.0,140.0,3420.0,5200.0,5160.0,5,4380.0
KS-PROD-0427,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Standard,490.0,160.0,100.0,40.0,790.0,1160.0,1100.0,3,970.0
KS-PROD-0428,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,300.0,300.0,50.0,70.0,720.0,1150.0,1080.0,6,930.0
KS-PROD-0429,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Standard,210.0,330.0,70.0,30.0,640.0,1060.0,990.0,5,850.0
KS-PROD-0430,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Fine Heritage,1830.0,4980.0,110.0,160.0,7080.0,9950.0,9070.0,2,8350.0
KS-PROD-0431,Bags & Accessories,Burlap,Hand Braiding,Fine Heritage,200.0,600.0,80.0,50.0,930.0,1170.0,1130.0,2,1070.0
KS-PROD-0432,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Masterpiece,290.0,310.0,70.0,40.0,710.0,1030.0,1000.0,3,880.0
KS-PROD-0433,Home Decor & Brassware,Terracotta,Sand Casting,Standard,330.0,460.0,80.0,30.0,900.0,1100.0,1090.0,2,1040.0
KS-PROD-0434,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Fine Heritage,450.0,580.0,90.0,30.0,1150.0,1570.0,1540.0,4,1370.0
KS-PROD-0435,Textiles & Embroidery,Wool,Chikankari Stitching,Standard,110.0,320.0,80.0,40.0,550.0,670.0,670.0,1,630.0
KS-PROD-0436,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Masterpiece,2020.0,3070.0,200.0,90.0,5380.0,10360.0,10160.0,10,8050.0
KS-PROD-0437,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Fine Heritage,3770.0,3220.0,160.0,170.0,7320.0,11440.0,12000.0,9,9780.0
KS-PROD-0438,Pottery & Terracotta,Quartz Paste,Blue Pottery Glazing,Standard,360.0,310.0,150.0,90.0,910.0,1280.0,1270.0,4,1110.0
KS-PROD-0439,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Fine Heritage,710.0,440.0,100.0,30.0,1280.0,1470.0,1590.0,3,1470.0
KS-PROD-0440,Handloom & Sarees,Khadi,Pit Loom Weaving,Standard,890.0,2890.0,150.0,120.0,4050.0,7090.0,7340.0,10,5810.0
KS-PROD-0441,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Masterpiece,200.0,880.0,40.0,50.0,1170.0,1530.0,1480.0,2,1350.0
KS-PROD-0442,Textiles & Embroidery,Wool,Block Printing,Masterpiece,190.0,660.0,70.0,60.0,980.0,1250.0,1300.0,5,1150.0
KS-PROD-0443,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Standard,2240.0,1490.0,170.0,90.0,3990.0,5500.0,5390.0,3,4780.0
KS-PROD-0444,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Fine Heritage,3370.0,2780.0,100.0,170.0,6420.0,10380.0,10580.0,9,8670.0
KS-PROD-0445,Woodcraft & Carvings,Rosewood,Jaali Latticework,Fine Heritage,630.0,1500.0,130.0,60.0,2320.0,3800.0,3880.0,7,3160.0
KS-PROD-0446,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Masterpiece,730.0,410.0,100.0,50.0,1290.0,1680.0,1810.0,7,1550.0
KS-PROD-0447,Jewellery & Brassware,Cast Brass,Filigree,Standard,3480.0,1840.0,130.0,80.0,5530.0,8020.0,7510.0,6,6720.0
KS-PROD-0448,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Standard,2040.0,1380.0,130.0,180.0,3730.0,5230.0,4910.0,4,4440.0
KS-PROD-0449,Handloom & Sarees,Khadi,Jacquard Weaving,Standard,2780.0,3140.0,210.0,80.0,6210.0,10800.0,11520.0,10,8990.0
KS-PROD-0450,Jewellery & Brassware,Cast Brass,Filigree,Masterpiece,2840.0,5140.0,240.0,100.0,8320.0,13780.0,12800.0,7,10980.0
KS-PROD-0451,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Standard,220.0,170.0,70.0,30.0,490.0,810.0,860.0,9,680.0
KS-PROD-0452,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,270.0,500.0,40.0,40.0,850.0,1300.0,1400.0,8,1130.0
KS-PROD-0453,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,380.0,620.0,40.0,30.0,1070.0,1680.0,1690.0,9,1410.0
KS-PROD-0454,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Standard,210.0,340.0,80.0,50.0,680.0,900.0,900.0,2,800.0
KS-PROD-0455,Textiles & Embroidery,Organic Cotton,Block Printing,Fine Heritage,420.0,200.0,50.0,80.0,750.0,1480.0,1390.0,10,1120.0
KS-PROD-0456,Woodcraft & Carvings,Rosewood,Chisel Carving,Standard,280.0,610.0,130.0,90.0,1110.0,1440.0,1490.0,2,1310.0
KS-PROD-0457,Woodcraft & Carvings,Sandalwood,Chisel Carving,Fine Heritage,750.0,440.0,100.0,30.0,1320.0,1850.0,1930.0,4,1640.0
KS-PROD-0458,Jewellery & Brassware,Copper Alloy,Filigree,Masterpiece,5390.0,4730.0,190.0,110.0,10420.0,15090.0,15870.0,9,13260.0
KS-PROD-0459,Jewellery & Brassware,Dokra Bronze,Filigree,Masterpiece,2380.0,3630.0,240.0,60.0,6310.0,10260.0,9460.0,5,8200.0
KS-PROD-0460,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Fine Heritage,560.0,550.0,50.0,40.0,1200.0,1670.0,1660.0,2,1460.0
KS-PROD-0461,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Masterpiece,5290.0,4090.0,200.0,60.0,9640.0,15690.0,15560.0,9,12920.0
KS-PROD-0462,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Masterpiece,590.0,1310.0,70.0,100.0,2070.0,3090.0,3320.0,9,2710.0
KS-PROD-0463,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Masterpiece,5210.0,2480.0,140.0,110.0,7940.0,9580.0,9690.0,3,9130.0
KS-PROD-0464,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Masterpiece,250.0,910.0,90.0,40.0,1290.0,2070.0,2000.0,9,1690.0
KS-PROD-0465,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Masterpiece,590.0,600.0,40.0,80.0,1310.0,1840.0,1800.0,3,1590.0
KS-PROD-0466,Woodcraft & Carvings,Sandalwood,Chisel Carving,Masterpiece,770.0,1450.0,70.0,90.0,2380.0,3510.0,3320.0,3,2940.0
KS-PROD-0467,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Fine Heritage,500.0,650.0,70.0,60.0,1280.0,1700.0,1810.0,3,1550.0
KS-PROD-0468,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Masterpiece,500.0,1220.0,70.0,50.0,1840.0,2280.0,2180.0,1,2120.0
KS-PROD-0469,Bags & Accessories,Cotton Canvas,Hand Braiding,Masterpiece,560.0,360.0,60.0,50.0,1030.0,1190.0,1290.0,3,1180.0
KS-PROD-0470,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Standard,630.0,1190.0,130.0,30.0,1980.0,3490.0,3460.0,8,2800.0
KS-PROD-0471,Textiles & Embroidery,Wool,Kantha Needlework,Fine Heritage,330.0,210.0,80.0,40.0,660.0,1060.0,970.0,6,850.0
KS-PROD-0472,Pottery & Terracotta,Clay,Terracotta Modelling,Fine Heritage,860.0,360.0,150.0,70.0,1440.0,2300.0,2480.0,7,1980.0
KS-PROD-0473,Home Decor & Brassware,Pure Brass,Sand Casting,Fine Heritage,340.0,680.0,80.0,40.0,1140.0,1550.0,1500.0,3,1350.0
KS-PROD-0474,Pottery & Terracotta,Terracotta,Terracotta Modelling,Masterpiece,690.0,1450.0,60.0,80.0,2280.0,3530.0,3550.0,9,2970.0
KS-PROD-0475,Bags & Accessories,Golden Jute,Jute Stitching,Fine Heritage,420.0,590.0,40.0,50.0,1100.0,1600.0,1540.0,5,1350.0
KS-PROD-0476,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Standard,610.0,850.0,60.0,80.0,1600.0,2610.0,2750.0,9,2200.0
KS-PROD-0477,Home Decor & Brassware,Pure Brass,Sand Casting,Fine Heritage,410.0,560.0,40.0,70.0,1080.0,1410.0,1520.0,3,1300.0
KS-PROD-0478,Jewellery & Brassware,Silver Filigree,Filigree,Fine Heritage,1970.0,1830.0,230.0,190.0,4220.0,5090.0,5270.0,1,4850.0
KS-PROD-0479,Bags & Accessories,Burlap,Hand Braiding,Masterpiece,660.0,660.0,60.0,30.0,1410.0,2270.0,2270.0,8,1880.0
KS-PROD-0480,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Fine Heritage,690.0,970.0,130.0,30.0,1820.0,2160.0,2200.0,3,2090.0
KS-PROD-0481,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Masterpiece,1080.0,830.0,140.0,30.0,2080.0,3410.0,3590.0,7,2870.0
KS-PROD-0482,Jewellery & Brassware,Dokra Bronze,Hand Engraving,Masterpiece,3660.0,5870.0,100.0,90.0,9720.0,16930.0,15860.0,6,13310.0
KS-PROD-0483,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Fine Heritage,190.0,580.0,50.0,50.0,870.0,1320.0,1380.0,9,1140.0
KS-PROD-0484,Pottery & Terracotta,Clay,Blue Pottery Glazing,Masterpiece,1220.0,1170.0,60.0,80.0,2530.0,5270.0,4800.0,10,3870.0
KS-PROD-0485,Jewellery & Brassware,Copper Alloy,Filigree,Fine Heritage,1880.0,3350.0,190.0,190.0,5610.0,10020.0,9890.0,10,7990.0
KS-PROD-0486,Bags & Accessories,Burlap,Jute Stitching,Masterpiece,300.0,440.0,40.0,30.0,810.0,1270.0,1350.0,8,1090.0
KS-PROD-0487,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,230.0,400.0,70.0,20.0,720.0,1000.0,1040.0,4,890.0
KS-PROD-0488,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Masterpiece,3540.0,5080.0,100.0,100.0,8820.0,14900.0,14450.0,7,12010.0
KS-PROD-0489,Pottery & Terracotta,Terracotta,Wheel Pottery,Fine Heritage,860.0,1410.0,100.0,60.0,2430.0,3070.0,3050.0,1,2790.0
KS-PROD-0490,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,590.0,220.0,70.0,50.0,930.0,1310.0,1420.0,6,1180.0
KS-PROD-0491,Textiles & Embroidery,Linen,Kantha Needlework,Standard,210.0,160.0,100.0,60.0,530.0,710.0,720.0,3,630.0
KS-PROD-0492,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Fine Heritage,3400.0,2180.0,90.0,180.0,5850.0,9530.0,8730.0,6,7590.0
KS-PROD-0493,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Standard,250.0,170.0,40.0,30.0,490.0,750.0,740.0,9,630.0
KS-PROD-0494,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Fine Heritage,780.0,930.0,130.0,40.0,1880.0,2790.0,2560.0,2,2300.0
KS-PROD-0495,Woodcraft & Carvings,Teak Wood,Wood Turning,Standard,450.0,930.0,100.0,30.0,1510.0,1960.0,1910.0,1,1740.0
KS-PROD-0496,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Standard,1080.0,3280.0,210.0,50.0,4620.0,6600.0,6890.0,5,5810.0
KS-PROD-0497,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Fine Heritage,390.0,620.0,80.0,40.0,1130.0,1330.0,1440.0,3,1300.0
KS-PROD-0498,Handloom & Sarees,Mulberry Silk,Jacquard Weaving,Fine Heritage,2850.0,2180.0,240.0,170.0,5440.0,8370.0,8970.0,10,7260.0
KS-PROD-0499,Textiles & Embroidery,Wool,Kantha Needlework,Standard,110.0,560.0,30.0,40.0,740.0,890.0,930.0,2,850.0
KS-PROD-0500,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,530.0,590.0,80.0,50.0,1250.0,1930.0,2060.0,8,1670.0
KS-PROD-0501,Bags & Accessories,Golden Jute,Hand Braiding,Fine Heritage,470.0,590.0,60.0,30.0,1150.0,1600.0,1480.0,4,1360.0
KS-PROD-0502,Jewellery & Brassware,Silver Filigree,Hand Engraving,Standard,2690.0,2960.0,210.0,180.0,6040.0,9110.0,9780.0,8,7960.0
KS-PROD-0503,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Fine Heritage,3850.0,2220.0,140.0,140.0,6350.0,10460.0,9800.0,9,8380.0
KS-PROD-0504,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Masterpiece,1540.0,2850.0,160.0,140.0,4690.0,6810.0,6690.0,4,5810.0
KS-PROD-0505,Bags & Accessories,Burlap,Jute Stitching,Fine Heritage,230.0,580.0,60.0,80.0,950.0,1780.0,1750.0,10,1400.0
KS-PROD-0506,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,730.0,630.0,60.0,60.0,1480.0,2180.0,2320.0,8,1910.0
KS-PROD-0507,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,160.0,250.0,90.0,70.0,570.0,890.0,860.0,7,740.0
KS-PROD-0508,Pottery & Terracotta,Clay,Wheel Pottery,Standard,730.0,1110.0,110.0,30.0,1980.0,2730.0,2730.0,3,2390.0
KS-PROD-0509,Jewellery & Brassware,Copper Alloy,Filigree,Masterpiece,3110.0,2380.0,230.0,90.0,5810.0,9960.0,9150.0,5,7810.0
KS-PROD-0510,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Standard,340.0,380.0,90.0,70.0,880.0,1060.0,1040.0,1,1010.0
KS-PROD-0511,Pottery & Terracotta,Clay,Blue Pottery Glazing,Masterpiece,1060.0,920.0,140.0,90.0,2210.0,3110.0,3030.0,4,2680.0
KS-PROD-0512,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,340.0,310.0,40.0,30.0,720.0,1280.0,1180.0,9,990.0
KS-PROD-0513,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Masterpiece,230.0,240.0,80.0,30.0,580.0,1060.0,970.0,8,810.0
KS-PROD-0514,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Masterpiece,1040.0,1650.0,140.0,80.0,2910.0,4680.0,4670.0,7,3880.0
KS-PROD-0515,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Fine Heritage,240.0,430.0,30.0,50.0,750.0,1060.0,1090.0,4,930.0
KS-PROD-0516,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Masterpiece,450.0,490.0,70.0,80.0,1090.0,1360.0,1290.0,2,1250.0
KS-PROD-0517,Jewellery & Brassware,Copper Alloy,Filigree,Standard,2210.0,2790.0,120.0,140.0,5260.0,7090.0,6970.0,2,6220.0
KS-PROD-0518,Jewellery & Brassware,Cast Brass,Hand Engraving,Masterpiece,4500.0,3650.0,170.0,120.0,8440.0,13680.0,12520.0,6,10920.0
KS-PROD-0519,Jewellery & Brassware,Silver Filigree,Lost-Wax Dokra Casting,Standard,2680.0,2750.0,130.0,170.0,5730.0,7590.0,7550.0,5,6740.0
KS-PROD-0520,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Fine Heritage,840.0,1050.0,80.0,40.0,2010.0,3270.0,3080.0,9,2640.0
KS-PROD-0521,Jewellery & Brassware,Dokra Bronze,Filigree,Fine Heritage,1930.0,2120.0,210.0,140.0,4400.0,8340.0,8030.0,10,6460.0
KS-PROD-0522,Textiles & Embroidery,Organic Cotton,Block Printing,Masterpiece,300.0,360.0,70.0,20.0,750.0,1080.0,1050.0,2,920.0
KS-PROD-0523,Woodcraft & Carvings,Rosewood,Jaali Latticework,Fine Heritage,380.0,840.0,110.0,40.0,1370.0,1820.0,1880.0,6,1640.0
KS-PROD-0524,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Fine Heritage,2350.0,2290.0,210.0,160.0,5010.0,8300.0,7960.0,9,6700.0
KS-PROD-0525,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Standard,310.0,350.0,50.0,70.0,780.0,1390.0,1270.0,7,1070.0
KS-PROD-0526,Pottery & Terracotta,Clay,Blue Pottery Glazing,Masterpiece,590.0,1630.0,110.0,80.0,2410.0,3270.0,3380.0,5,2920.0
KS-PROD-0527,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Masterpiece,2880.0,5110.0,210.0,160.0,8360.0,15570.0,15360.0,10,12250.0
KS-PROD-0528,Woodcraft & Carvings,Sandalwood,Wood Turning,Standard,590.0,1040.0,50.0,40.0,1720.0,2240.0,2280.0,2,2020.0
KS-PROD-0529,Jewellery & Brassware,Silver Filigree,Lost-Wax Dokra Casting,Standard,860.0,1190.0,240.0,150.0,2440.0,3840.0,3710.0,4,3160.0
KS-PROD-0530,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Standard,1820.0,3270.0,190.0,170.0,5450.0,8230.0,7870.0,3,6850.0
KS-PROD-0531,Jewellery & Brassware,Silver Filigree,Hand Engraving,Masterpiece,5160.0,4460.0,240.0,90.0,9950.0,16850.0,16200.0,7,13520.0
KS-PROD-0532,Textiles & Embroidery,Linen,Kantha Needlework,Standard,210.0,180.0,60.0,80.0,530.0,810.0,840.0,5,690.0
KS-PROD-0533,Bags & Accessories,Golden Jute,Hand Braiding,Standard,340.0,230.0,60.0,30.0,660.0,1000.0,970.0,7,840.0
KS-PROD-0534,Bags & Accessories,Embroidered Silk,Jute Stitching,Standard,130.0,410.0,50.0,50.0,640.0,990.0,960.0,8,820.0
KS-PROD-0535,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,610.0,1110.0,110.0,70.0,1900.0,3050.0,3070.0,8,2540.0
KS-PROD-0536,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Fine Heritage,4220.0,4290.0,160.0,140.0,8810.0,12500.0,12830.0,6,10960.0
KS-PROD-0537,Pottery & Terracotta,Clay,Terracotta Modelling,Masterpiece,1090.0,890.0,130.0,80.0,2190.0,3110.0,3270.0,5,2750.0
KS-PROD-0538,Pottery & Terracotta,Stoneware,Blue Pottery Glazing,Standard,340.0,620.0,60.0,80.0,1100.0,1690.0,1630.0,8,1400.0
KS-PROD-0539,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Standard,110.0,600.0,50.0,40.0,800.0,1400.0,1390.0,9,1130.0
